State,District,Crop,Year,FY,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Rajasthan,Ganganagar,Rapeseed &Mustard, 2013-14,2014,Rabi       ,215406,338547,1.57
Rajasthan,Ganganagar,Rapeseed &Mustard, 2014-15,2015,Rabi       ,193620,272176,1.41
Rajasthan,Ganganagar,Rapeseed &Mustard, 2015-16,2016,Rabi       ,239948,365583,1.52
Rajasthan,Ganganagar,Rapeseed &Mustard, 2016-17,2017,Rabi       ,230496,347483,1.51
Rajasthan,Ganganagar,Rapeseed &Mustard, 2017-18,2018,Rabi       ,198714,344348,1.73
Rajasthan,Ganganagar,Rapeseed &Mustard, 2018-19,2019,Rabi       ,247699,463200,1.87
Rajasthan,Ganganagar,Rapeseed &Mustard, 2019-20,2020,Rabi       ,231954,380720,1.64
Rajasthan,Hanumangarh,Rapeseed &Mustard, 1997-98,1998,Rabi       ,89500,82000,0.92
Rajasthan,Hanumangarh,Rapeseed &Mustard, 1998-99,1999,Rabi       ,78573,67899,0.86
Rajasthan,Hanumangarh,Rapeseed &Mustard, 1999-00,2000,Rabi       ,61861,44569,0.72
Rajasthan,Hanumangarh,Rapeseed &Mustard, 2000-01,2001,Rabi       ,45286,49492,1.09
Rajasthan,Hanumangarh,Rapeseed &Mustard, 2001-02,2002,Rabi       ,72393,87852,1.21
Rajasthan,Hanumangarh,Rapeseed &Mustard, 2002-03,2003,Rabi       ,323388,199485,0.62
Rajasthan,Hanumangarh,Rapeseed &Mustard, 2003-04,2004,Rabi       ,108955,104539,0.96
Rajasthan,Hanumangarh,Rapeseed &Mustard, 2004-05,2005,Rabi       ,333394,199241,0.6
Rajasthan,Hanumangarh,Rapeseed &Mustard, 2005-06,2006,Rabi       ,141967,154031,1.08
Rajasthan,Hanumangarh,Rapeseed &Mustard, 2006-07,2007,Rabi       ,139818,169122,1.21
Rajasthan,Hanumangarh,Rapeseed &Mustard, 2007-08,2008,Rabi       ,93845,64197,0.68
Rajasthan,Hanumangarh,Rapeseed &Mustard, 2008-09,2009,Rabi       ,90324,141921,1.57
Rajasthan,Hanumangarh,Rapeseed &Mustard, 2009-10,2010,Rabi       ,89868,153655,1.71
Rajasthan,Hanumangarh,Rapeseed &Mustard, 2010-11,2011,Rabi       ,108061,222070,2.06
Rajasthan,Hanumangarh,Rapeseed &Mustard, 2011-12,2012,Rabi       ,88991,99310,1.12
Rajasthan,Hanumangarh,Rapeseed &Mustard, 2012-13,2013,Rabi       ,105523,139189,1.32
Rajasthan,Hanumangarh,Rapeseed &Mustard, 2013-14,2014,Rabi       ,97208,156223,1.61
Rajasthan,Hanumangarh,Rapeseed &Mustard, 2014-15,2015,Rabi       ,95638,145937,1.53
Rajasthan,Hanumangarh,Rapeseed &Mustard, 2015-16,2016,Rabi       ,126170,196220,1.56
Rajasthan,Hanumangarh,Rapeseed &Mustard, 2016-17,2017,Rabi       ,123573,172788,1.4
Rajasthan,Hanumangarh,Rapeseed &Mustard, 2017-18,2018,Rabi       ,104136,174808,1.68
Rajasthan,Hanumangarh,Rapeseed &Mustard, 2018-19,2019,Rabi       ,130445,230298,1.77
Rajasthan,Hanumangarh,Rapeseed &Mustard, 2019-20,2020,Rabi       ,123942,177639,1.43
Rajasthan,Jaipur,Rapeseed &Mustard, 1997-98,1998,Rabi       ,128700,70000,0.54
Rajasthan,Jaipur,Rapeseed &Mustard, 1998-99,1999,Rabi       ,113189,119251,1.05
Rajasthan,Jaipur,Rapeseed &Mustard, 1999-00,2000,Rabi       ,160061,103400,0.65
Rajasthan,Jaipur,Rapeseed &Mustard, 2000-01,2001,Rabi       ,61746,26957,0.44
Rajasthan,Jaipur,Rapeseed &Mustard, 2001-02,2002,Rabi       ,70222,41297,0.59
Rajasthan,Jaipur,Rapeseed &Mustard, 2002-03,2003,Rabi       ,37805,20615,0.55
Rajasthan,Jaipur,Rapeseed &Mustard, 2003-04,2004,Rabi       ,69679,61532,0.88
Rajasthan,Jaipur,Rapeseed &Mustard, 2004-05,2005,Rabi       ,195694,174324,0.89
Rajasthan,Jaipur,Rapeseed &Mustard, 2005-06,2006,Rabi       ,221303,213128,0.96
Rajasthan,Jaipur,Rapeseed &Mustard, 2006-07,2007,Rabi       ,118547,116937,0.99
Rajasthan,Jaipur,Rapeseed &Mustard, 2007-08,2008,Rabi       ,117335,61631,0.53
Rajasthan,Jaipur,Rapeseed &Mustard, 2008-09,2009,Rabi       ,137879,167028,1.21
Rajasthan,Jaipur,Rapeseed &Mustard, 2009-10,2010,Rabi       ,99209,101942,1.03
Rajasthan,Jaipur,Rapeseed &Mustard, 2010-11,2011,Rabi       ,130121,169984,1.31
Rajasthan,Jaipur,Rapeseed &Mustard, 2011-12,2012,Rabi       ,129440,129608,1
Rajasthan,Jaipur,Rapeseed &Mustard, 2012-13,2013,Rabi       ,121256,137538,1.13
Rajasthan,Jaipur,Rapeseed &Mustard, 2013-14,2014,Rabi       ,119119,132181,1.11
Rajasthan,Jaipur,Rapeseed &Mustard, 2014-15,2015,Rabi       ,114503,117090,1.02
Rajasthan,Jaipur,Rapeseed &Mustard, 2015-16,2016,Rabi       ,86739,92975,1.07
Rajasthan,Jaipur,Rapeseed &Mustard, 2016-17,2017,Rabi       ,98450,136781,1.39
Rajasthan,Jaipur,Rapeseed &Mustard, 2017-18,2018,Rabi       ,67846,110475,1.63
Rajasthan,Jaipur,Rapeseed &Mustard, 2018-19,2019,Rabi       ,85321,121993,1.43
Rajasthan,Jaipur,Rapeseed &Mustard, 2019-20,2020,Rabi       ,95686,155038,1.62
Rajasthan,Jaisalmer,Rapeseed &Mustard, 1997-98,1998,Rabi       ,25700,18600,0.72
Rajasthan,Jaisalmer,Rapeseed &Mustard, 1998-99,1999,Rabi       ,47587,45801,0.96
Rajasthan,Jaisalmer,Rapeseed &Mustard, 1999-00,2000,Rabi       ,60640,58609,0.97
Rajasthan,Jaisalmer,Rapeseed &Mustard, 2000-01,2001,Rabi       ,28952,26883,0.93
Rajasthan,Jaisalmer,Rapeseed &Mustard, 2001-02,2002,Rabi       ,27671,22117,0.8
Rajasthan,Jaisalmer,Rapeseed &Mustard, 2002-03,2003,Rabi       ,12978,9650,0.74
Rajasthan,Jaisalmer,Rapeseed &Mustard, 2003-04,2004,Rabi       ,30090,27565,0.92
Rajasthan,Jaisalmer,Rapeseed &Mustard, 2004-05,2005,Rabi       ,46565,41988,0.9
Rajasthan,Jaisalmer,Rapeseed &Mustard, 2005-06,2006,Rabi       ,96253,101148,1.05
Rajasthan,Jaisalmer,Rapeseed &Mustard, 2006-07,2007,Rabi       ,105113,58552,0.56
Rajasthan,Jaisalmer,Rapeseed &Mustard, 2007-08,2008,Rabi       ,64021,19581,0.31
Rajasthan,Jaisalmer,Rapeseed &Mustard, 2008-09,2009,Rabi       ,76764,47574,0.62
Rajasthan,Jaisalmer,Rapeseed &Mustard, 2009-10,2010,Rabi       ,34680,22078,0.64
Rajasthan,Jaisalmer,Rapeseed &Mustard, 2010-11,2011,Rabi       ,69288,54207,0.78
Rajasthan,Jaisalmer,Rapeseed &Mustard, 2011-12,2012,Rabi       ,62909,35265,0.56
Rajasthan,Jaisalmer,Rapeseed &Mustard, 2012-13,2013,Rabi       ,57838,25848,0.45
Rajasthan,Jaisalmer,Rapeseed &Mustard, 2013-14,2014,Rabi       ,55886,42244,0.76
Rajasthan,Jaisalmer,Rapeseed &Mustard, 2014-15,2015,Rabi       ,45934,29357,0.64
Rajasthan,Jaisalmer,Rapeseed &Mustard, 2015-16,2016,Rabi       ,46266,47883,1.03
Rajasthan,Jaisalmer,Rapeseed &Mustard, 2016-17,2017,Rabi       ,43816,37799,0.86
Rajasthan,Jaisalmer,Rapeseed &Mustard, 2017-18,2018,Rabi       ,41686,40799,0.98
Rajasthan,Jaisalmer,Rapeseed &Mustard, 2018-19,2019,Rabi       ,46939,50691,1.08
Rajasthan,Jaisalmer,Rapeseed &Mustard, 2019-20,2020,Rabi       ,45603,41728,0.92
Rajasthan,Jalore,Rapeseed &Mustard, 1997-98,1998,Rabi       ,139600,105100,0.75
Rajasthan,Jalore,Rapeseed &Mustard, 1998-99,1999,Rabi       ,170597,160561,0.94
Rajasthan,Jalore,Rapeseed &Mustard, 1999-00,2000,Rabi       ,118686,87009,0.73
Rajasthan,Jalore,Rapeseed &Mustard, 2000-01,2001,Rabi       ,16767,14627,0.87
Rajasthan,Jalore,Rapeseed &Mustard, 2001-02,2002,Rabi       ,31994,27344,0.85
Rajasthan,Jalore,Rapeseed &Mustard, 2002-03,2003,Rabi       ,23684,23139,0.98
Rajasthan,Jalore,Rapeseed &Mustard, 2003-04,2004,Rabi       ,70043,79075,1.13
Rajasthan,Jalore,Rapeseed &Mustard, 2004-05,2005,Rabi       ,79251,92741,1.17
Rajasthan,Jalore,Rapeseed &Mustard, 2005-06,2006,Rabi       ,93939,114158,1.22
Rajasthan,Jalore,Rapeseed &Mustard, 2006-07,2007,Rabi       ,126815,160183,1.26
Rajasthan,Jalore,Rapeseed &Mustard, 2007-08,2008,Rabi       ,87578,89627,1.02
Rajasthan,Jalore,Rapeseed &Mustard, 2008-09,2009,Rabi       ,85607,72083,0.84
Rajasthan,Jalore,Rapeseed &Mustard, 2009-10,2010,Rabi       ,62612,80878,1.29
Rajasthan,Jalore,Rapeseed &Mustard, 2010-11,2011,Rabi       ,105461,145588,1.38
Rajasthan,Jalore,Rapeseed &Mustard, 2011-12,2012,Rabi       ,46496,46446,1
Rajasthan,Jalore,Rapeseed &Mustard, 2012-13,2013,Rabi       ,69169,80027,1.16
Rajasthan,Jalore,Rapeseed &Mustard, 2013-14,2014,Rabi       ,92839,102273,1.1
Rajasthan,Jalore,Rapeseed &Mustard, 2014-15,2015,Rabi       ,57142,60794,1.06
Rajasthan,Jalore,Rapeseed &Mustard, 2015-16,2016,Rabi       ,87591,88711,1.01
Rajasthan,Jalore,Rapeseed &Mustard, 2016-17,2017,Rabi       ,81579,90409,1.11
Rajasthan,Jalore,Rapeseed &Mustard, 2017-18,2018,Rabi       ,83194,105458,1.27
Rajasthan,Jalore,Rapeseed &Mustard, 2018-19,2019,Rabi       ,74657,101804,1.36
Rajasthan,Jalore,Rapeseed &Mustard, 2019-20,2020,Rabi       ,76174,103390,1.36
Rajasthan,Jhalawar,Rapeseed &Mustard, 1997-98,1998,Rabi       ,33100,24000,0.73
Rajasthan,Jhalawar,Rapeseed &Mustard, 1998-99,1999,Rabi       ,19467,18736,0.96
Rajasthan,Jhalawar,Rapeseed &Mustard, 1999-00,2000,Rabi       ,34565,34071,0.99
Rajasthan,Jhalawar,Rapeseed &Mustard, 2000-01,2001,Rabi       ,18196,16896,0.93
Rajasthan,Jhalawar,Rapeseed &Mustard, 2001-02,2002,Rabi       ,20143,15114,0.75
Rajasthan,Jhalawar,Rapeseed &Mustard, 2002-03,2003,Rabi       ,3794,3393,0.89
Rajasthan,Jhalawar,Rapeseed &Mustard, 2003-04,2004,Rabi       ,22484,33925,1.51
Rajasthan,Jhalawar,Rapeseed &Mustard, 2004-05,2005,Rabi       ,67688,87149,1.29
Rajasthan,Jhalawar,Rapeseed &Mustard, 2005-06,2006,Rabi       ,76225,132187,1.73
Rajasthan,Jhalawar,Rapeseed &Mustard, 2006-07,2007,Rabi       ,72367,84315,1.17
Rajasthan,Jhalawar,Rapeseed &Mustard, 2007-08,2008,Rabi       ,27747,35610,1.28
Rajasthan,Jhalawar,Rapeseed &Mustard, 2008-09,2009,Rabi       ,38038,52384,1.38
Rajasthan,Jhalawar,Rapeseed &Mustard, 2009-10,2010,Rabi       ,39401,54250,1.38
Rajasthan,Jhalawar,Rapeseed &Mustard, 2010-11,2011,Rabi       ,32622,38485,1.18
Rajasthan,Jhalawar,Rapeseed &Mustard, 2011-12,2012,Rabi       ,32390,55637,1.72
Rajasthan,Jhalawar,Rapeseed &Mustard, 2012-13,2013,Rabi       ,79561,118126,1.48
Rajasthan,Jhalawar,Rapeseed &Mustard, 2013-14,2014,Rabi       ,71244,80474,1.13
Rajasthan,Jhalawar,Rapeseed &Mustard, 2014-15,2015,Rabi       ,30156,37752,1.25
Rajasthan,Jhalawar,Rapeseed &Mustard, 2015-16,2016,Rabi       ,39521,50455,1.28
Rajasthan,Jhalawar,Rapeseed &Mustard, 2016-17,2017,Rabi       ,35575,53137,1.49
Rajasthan,Jhalawar,Rapeseed &Mustard, 2017-18,2018,Rabi       ,39763,10232,0.26
Rajasthan,Jhalawar,Rapeseed &Mustard, 2018-19,2019,Rabi       ,69174,113814,1.65
Rajasthan,Jhalawar,Rapeseed &Mustard, 2019-20,2020,Rabi       ,34599,56339,1.63
Rajasthan,Jhunjhunu,Rapeseed &Mustard, 1997-98,1998,Rabi       ,132800,78600,0.59
Rajasthan,Jhunjhunu,Rapeseed &Mustard, 1998-99,1999,Rabi       ,101596,123516,1.22
Rajasthan,Jhunjhunu,Rapeseed &Mustard, 1999-00,2000,Rabi       ,108766,112810,1.04
Rajasthan,Jhunjhunu,Rapeseed &Mustard, 2000-01,2001,Rabi       ,80945,59561,0.74
Rajasthan,Jhunjhunu,Rapeseed &Mustard, 2001-02,2002,Rabi       ,78324,87112,1.11
Rajasthan,Jhunjhunu,Rapeseed &Mustard, 2002-03,2003,Rabi       ,63746,72279,1.13
Rajasthan,Jhunjhunu,Rapeseed &Mustard, 2003-04,2004,Rabi       ,94003,123285,1.31
Rajasthan,Jhunjhunu,Rapeseed &Mustard, 2004-05,2005,Rabi       ,113844,104130,0.91
Rajasthan,Jhunjhunu,Rapeseed &Mustard, 2005-06,2006,Rabi       ,113116,118582,1.05
Rajasthan,Jhunjhunu,Rapeseed &Mustard, 2006-07,2007,Rabi       ,112169,149159,1.33
Rajasthan,Jhunjhunu,Rapeseed &Mustard, 2007-08,2008,Rabi       ,75302,54078,0.72
Rajasthan,Jhunjhunu,Rapeseed &Mustard, 2008-09,2009,Rabi       ,83496,118970,1.42
Rajasthan,Jhunjhunu,Rapeseed &Mustard, 2009-10,2010,Rabi       ,78412,101985,1.3
Rajasthan,Jhunjhunu,Rapeseed &Mustard, 2010-11,2011,Rabi       ,93383,126198,1.35
Rajasthan,Jhunjhunu,Rapeseed &Mustard, 2011-12,2012,Rabi       ,97634,71775,0.74
Rajasthan,Jhunjhunu,Rapeseed &Mustard, 2012-13,2013,Rabi       ,82764,116130,1.4
Rajasthan,Jhunjhunu,Rapeseed &Mustard, 2013-14,2014,Rabi       ,80416,113096,1.41
Rajasthan,Jhunjhunu,Rapeseed &Mustard, 2014-15,2015,Rabi       ,77761,114959,1.48
Rajasthan,Jhunjhunu,Rapeseed &Mustard, 2015-16,2016,Rabi       ,72190,104897,1.45
Rajasthan,Jhunjhunu,Rapeseed &Mustard, 2016-17,2017,Rabi       ,69708,98401,1.41
Rajasthan,Jhunjhunu,Rapeseed &Mustard, 2017-18,2018,Rabi       ,58643,102447,1.75
Rajasthan,Jhunjhunu,Rapeseed &Mustard, 2018-19,2019,Rabi       ,68866,114813,1.67
Rajasthan,Jhunjhunu,Rapeseed &Mustard, 2019-20,2020,Rabi       ,73931,115090,1.56
Rajasthan,Jodhpur,Rapeseed &Mustard, 1997-98,1998,Rabi       ,83500,72500,0.87
Rajasthan,Jodhpur,Rapeseed &Mustard, 1998-99,1999,Rabi       ,80028,99969,1.25
Rajasthan,Jodhpur,Rapeseed &Mustard, 1999-00,2000,Rabi       ,68153,68038,1
Rajasthan,Jodhpur,Rapeseed &Mustard, 2000-01,2001,Rabi       ,36730,34100,0.93
Rajasthan,Jodhpur,Rapeseed &Mustard, 2001-02,2002,Rabi       ,41948,43698,1.04
Rajasthan,Jodhpur,Rapeseed &Mustard, 2002-03,2003,Rabi       ,30723,34005,1.11
Rajasthan,Jodhpur,Rapeseed &Mustard, 2003-04,2004,Rabi       ,48964,58513,1.2
Rajasthan,Jodhpur,Rapeseed &Mustard, 2004-05,2005,Rabi       ,66415,95357,1.44
Rajasthan,Jodhpur,Rapeseed &Mustard, 2005-06,2006,Rabi       ,91212,111607,1.22
Rajasthan,Jodhpur,Rapeseed &Mustard, 2006-07,2007,Rabi       ,86295,98633,1.14
Rajasthan,Jodhpur,Rapeseed &Mustard, 2007-08,2008,Rabi       ,85165,79203,0.93
Rajasthan,Jodhpur,Rapeseed &Mustard, 2008-09,2009,Rabi       ,91805,99212,1.08
Rajasthan,Jodhpur,Rapeseed &Mustard, 2009-10,2010,Rabi       ,74197,94360,1.27
Rajasthan,Jodhpur,Rapeseed &Mustard, 2010-11,2011,Rabi       ,78487,85521,1.09
Rajasthan,Jodhpur,Rapeseed &Mustard, 2011-12,2012,Rabi       ,63350,85417,1.35
Rajasthan,Jodhpur,Rapeseed &Mustard, 2012-13,2013,Rabi       ,79784,80331,1.01
Rajasthan,Jodhpur,Rapeseed &Mustard, 2013-14,2014,Rabi       ,118103,134907,1.14
Rajasthan,Jodhpur,Rapeseed &Mustard, 2014-15,2015,Rabi       ,104633,103579,0.99
Rajasthan,Jodhpur,Rapeseed &Mustard, 2015-16,2016,Rabi       ,119204,130677,1.1
Rajasthan,Jodhpur,Rapeseed &Mustard, 2016-17,2017,Rabi       ,143639,168378,1.17
Rajasthan,Jodhpur,Rapeseed &Mustard, 2017-18,2018,Rabi       ,149410,196458,1.31
Rajasthan,Jodhpur,Rapeseed &Mustard, 2018-19,2019,Rabi       ,170793,232367,1.36
Rajasthan,Jodhpur,Rapeseed &Mustard, 2019-20,2020,Rabi       ,176250,252080,1.43
Rajasthan,Karauli,Rapeseed &Mustard, 1997-98,1998,Rabi       ,77200,40600,0.53
Rajasthan,Karauli,Rapeseed &Mustard, 1998-99,1999,Rabi       ,48579,41575,0.86
Rajasthan,Karauli,Rapeseed &Mustard, 1999-00,2000,Rabi       ,64991,61580,0.95
Rajasthan,Karauli,Rapeseed &Mustard, 2000-01,2001,Rabi       ,42747,36626,0.86
Rajasthan,Karauli,Rapeseed &Mustard, 2001-02,2002,Rabi       ,52526,64357,1.23
Rajasthan,Karauli,Rapeseed &Mustard, 2002-03,2003,Rabi       ,28105,24972,0.89
Rajasthan,Karauli,Rapeseed &Mustard, 2003-04,2004,Rabi       ,49587,80897,1.63
Rajasthan,Karauli,Rapeseed &Mustard, 2004-05,2005,Rabi       ,99600,142308,1.43
Rajasthan,Karauli,Rapeseed &Mustard, 2005-06,2006,Rabi       ,105611,129467,1.23
Rajasthan,Karauli,Rapeseed &Mustard, 2006-07,2007,Rabi       ,90012,112940,1.25
Rajasthan,Karauli,Rapeseed &Mustard, 2007-08,2008,Rabi       ,81195,102062,1.26
Rajasthan,Karauli,Rapeseed &Mustard, 2008-09,2009,Rabi       ,88410,123322,1.39
Rajasthan,Karauli,Rapeseed &Mustard, 2009-10,2010,Rabi       ,75293,104629,1.39
Rajasthan,Karauli,Rapeseed &Mustard, 2010-11,2011,Rabi       ,74140,124837,1.68
Rajasthan,Karauli,Rapeseed &Mustard, 2011-12,2012,Rabi       ,80521,111220,1.38
Rajasthan,Karauli,Rapeseed &Mustard, 2012-13,2013,Rabi       ,82711,133067,1.61
Rajasthan,Karauli,Rapeseed &Mustard, 2013-14,2014,Rabi       ,82343,125025,1.52
Rajasthan,Karauli,Rapeseed &Mustard, 2014-15,2015,Rabi       ,84170,125822,1.49
Rajasthan,Karauli,Rapeseed &Mustard, 2015-16,2016,Rabi       ,79925,116013,1.45
Rajasthan,Karauli,Rapeseed &Mustard, 2016-17,2017,Rabi       ,81085,146511,1.81
Rajasthan,Karauli,Rapeseed &Mustard, 2017-18,2018,Rabi       ,70868,132126,1.86
Rajasthan,Karauli,Rapeseed &Mustard, 2018-19,2019,Rabi       ,83224,165832,1.99
Rajasthan,Karauli,Rapeseed &Mustard, 2019-20,2020,Rabi       ,90264,165967,1.84
Rajasthan,Kota,Rapeseed &Mustard, 1997-98,1998,Rabi       ,88900,71200,0.8
Rajasthan,Kota,Rapeseed &Mustard, 1998-99,1999,Rabi       ,60486,80991,1.34
Rajasthan,Kota,Rapeseed &Mustard, 1999-00,2000,Rabi       ,112597,143615,1.28
Rajasthan,Kota,Rapeseed &Mustard, 2000-01,2001,Rabi       ,51710,50151,0.97
Rajasthan,Kota,Rapeseed &Mustard, 2001-02,2002,Rabi       ,50368,61701,1.23
Rajasthan,Kota,Rapeseed &Mustard, 2002-03,2003,Rabi       ,25855,30554,1.18
Rajasthan,Kota,Rapeseed &Mustard, 2003-04,2004,Rabi       ,82726,146440,1.77
Rajasthan,Kota,Rapeseed &Mustard, 2004-05,2005,Rabi       ,137849,194255,1.41
Rajasthan,Kota,Rapeseed &Mustard, 2005-06,2006,Rabi       ,136407,201858,1.48
Rajasthan,Kota,Rapeseed &Mustard, 2006-07,2007,Rabi       ,135292,199567,1.48
Rajasthan,Kota,Rapeseed &Mustard, 2007-08,2008,Rabi       ,73343,133943,1.83
Rajasthan,Kota,Rapeseed &Mustard, 2008-09,2009,Rabi       ,90776,142971,1.57
Rajasthan,Kota,Rapeseed &Mustard, 2009-10,2010,Rabi       ,86065,126606,1.47
Rajasthan,Kota,Rapeseed &Mustard, 2010-11,2011,Rabi       ,55614,92662,1.67
Rajasthan,Kota,Rapeseed &Mustard, 2011-12,2012,Rabi       ,60738,104398,1.72
Rajasthan,Kota,Rapeseed &Mustard, 2012-13,2013,Rabi       ,76313,122265,1.6
Rajasthan,Kota,Rapeseed &Mustard, 2013-14,2014,Rabi       ,63714,87897,1.38
Rajasthan,Kota,Rapeseed &Mustard, 2014-15,2015,Rabi       ,44212,46369,1.05
Rajasthan,Kota,Rapeseed &Mustard, 2015-16,2016,Rabi       ,61914,84619,1.37
Rajasthan,Kota,Rapeseed &Mustard, 2016-17,2017,Rabi       ,41023,68816,1.68
Rajasthan,Kota,Rapeseed &Mustard, 2017-18,2018,Rabi       ,36954,61516,1.66
Rajasthan,Kota,Rapeseed &Mustard, 2018-19,2019,Rabi       ,61363,118583,1.93
Rajasthan,Kota,Rapeseed &Mustard, 2019-20,2020,Rabi       ,24894,43842,1.76
Rajasthan,Nagaur,Rapeseed &Mustard, 1997-98,1998,Rabi       ,166400,140800,0.85
Rajasthan,Nagaur,Rapeseed &Mustard, 1998-99,1999,Rabi       ,144588,139554,0.97
Rajasthan,Nagaur,Rapeseed &Mustard, 1999-00,2000,Rabi       ,129123,116168,0.9
Rajasthan,Nagaur,Rapeseed &Mustard, 2000-01,2001,Rabi       ,59322,62398,1.05
Rajasthan,Nagaur,Rapeseed &Mustard, 2001-02,2002,Rabi       ,53860,52163,0.97
Rajasthan,Nagaur,Rapeseed &Mustard, 2002-03,2003,Rabi       ,43461,45807,1.05
Rajasthan,Nagaur,Rapeseed &Mustard, 2003-04,2004,Rabi       ,96941,110561,1.14
Rajasthan,Nagaur,Rapeseed &Mustard, 2004-05,2005,Rabi       ,155961,142957,0.92
Rajasthan,Nagaur,Rapeseed &Mustard, 2005-06,2006,Rabi       ,172506,206407,1.2
Rajasthan,Nagaur,Rapeseed &Mustard, 2006-07,2007,Rabi       ,104246,119347,1.14
Rajasthan,Nagaur,Rapeseed &Mustard, 2007-08,2008,Rabi       ,88879,68788,0.77
Rajasthan,Nagaur,Rapeseed &Mustard, 2008-09,2009,Rabi       ,81540,94544,1.16
Rajasthan,Nagaur,Rapeseed &Mustard, 2009-10,2010,Rabi       ,46544,57654,1.24
Rajasthan,Nagaur,Rapeseed &Mustard, 2010-11,2011,Rabi       ,52924,71626,1.35
Rajasthan,Nagaur,Rapeseed &Mustard, 2011-12,2012,Rabi       ,29496,34668,1.18
Rajasthan,Nagaur,Rapeseed &Mustard, 2012-13,2013,Rabi       ,68825,83928,1.22
Rajasthan,Nagaur,Rapeseed &Mustard, 2013-14,2014,Rabi       ,85179,91529,1.07
Rajasthan,Nagaur,Rapeseed &Mustard, 2014-15,2015,Rabi       ,49254,47873,0.97
Rajasthan,Nagaur,Rapeseed &Mustard, 2015-16,2016,Rabi       ,58569,70739,1.21
Rajasthan,Nagaur,Rapeseed &Mustard, 2016-17,2017,Rabi       ,57029,54578,0.96
Rajasthan,Nagaur,Rapeseed &Mustard, 2017-18,2018,Rabi       ,45032,53592,1.19
Rajasthan,Nagaur,Rapeseed &Mustard, 2018-19,2019,Rabi       ,65474,88293,1.35
Rajasthan,Nagaur,Rapeseed &Mustard, 2019-20,2020,Rabi       ,72103,83776,1.16
Rajasthan,Pali,Rapeseed &Mustard, 1997-98,1998,Rabi       ,171100,145800,0.85
Rajasthan,Pali,Rapeseed &Mustard, 1998-99,1999,Rabi       ,105418,66594,0.63
Rajasthan,Pali,Rapeseed &Mustard, 1999-00,2000,Rabi       ,91176,39792,0.44
Rajasthan,Pali,Rapeseed &Mustard, 2000-01,2001,Rabi       ,9789,7594,0.78
Rajasthan,Pali,Rapeseed &Mustard, 2001-02,2002,Rabi       ,42408,35964,0.85
Rajasthan,Pali,Rapeseed &Mustard, 2002-03,2003,Rabi       ,4388,2822,0.64
Rajasthan,Pali,Rapeseed &Mustard, 2003-04,2004,Rabi       ,30718,28565,0.93
Rajasthan,Pali,Rapeseed &Mustard, 2004-05,2005,Rabi       ,40666,30557,0.75
Rajasthan,Pali,Rapeseed &Mustard, 2005-06,2006,Rabi       ,50035,30314,0.61
Rajasthan,Pali,Rapeseed &Mustard, 2006-07,2007,Rabi       ,71347,71485,1
Rajasthan,Pali,Rapeseed &Mustard, 2007-08,2008,Rabi       ,64512,65594,1.02
Rajasthan,Pali,Rapeseed &Mustard, 2008-09,2009,Rabi       ,39303,25580,0.65
Rajasthan,Pali,Rapeseed &Mustard, 2009-10,2010,Rabi       ,10528,9817,0.93
Rajasthan,Pali,Rapeseed &Mustard, 2010-11,2011,Rabi       ,44012,34654,0.79
Rajasthan,Pali,Rapeseed &Mustard, 2011-12,2012,Rabi       ,40601,39831,0.98
Rajasthan,Pali,Rapeseed &Mustard, 2012-13,2013,Rabi       ,70796,67657,0.96
Rajasthan,Pali,Rapeseed &Mustard, 2013-14,2014,Rabi       ,80305,72229,0.9
Rajasthan,Pali,Rapeseed &Mustard, 2014-15,2015,Rabi       ,57072,52386,0.92
Rajasthan,Pali,Rapeseed &Mustard, 2015-16,2016,Rabi       ,59261,47950,0.81
Rajasthan,Pali,Rapeseed &Mustard, 2016-17,2017,Rabi       ,72542,93007,1.28
Rajasthan,Pali,Rapeseed &Mustard, 2017-18,2018,Rabi       ,47781,53140,1.11
Rajasthan,Pali,Rapeseed &Mustard, 2018-19,2019,Rabi       ,32425,39649,1.22
Rajasthan,Pali,Rapeseed &Mustard, 2019-20,2020,Rabi       ,58800,77975,1.33
Rajasthan,Pratapgarh,Rapeseed &Mustard, 2008-09,2009,Rabi       ,8176,10374,1.27
Rajasthan,Pratapgarh,Rapeseed &Mustard, 2009-10,2010,Rabi       ,5562,6801,1.22
Rajasthan,Pratapgarh,Rapeseed &Mustard, 2010-11,2011,Rabi       ,5585,8710,1.56
Rajasthan,Pratapgarh,Rapeseed &Mustard, 2011-12,2012,Rabi       ,5267,7069,1.34
Rajasthan,Pratapgarh,Rapeseed &Mustard, 2012-13,2013,Rabi       ,10797,20037,1.86
Rajasthan,Pratapgarh,Rapeseed &Mustard, 2013-14,2014,Rabi       ,10281,16550,1.61
Rajasthan,Pratapgarh,Rapeseed &Mustard, 2014-15,2015,Rabi       ,7562,11497,1.52
Rajasthan,Pratapgarh,Rapeseed &Mustard, 2015-16,2016,Rabi       ,9830,12816,1.3
Rajasthan,Pratapgarh,Rapeseed &Mustard, 2016-17,2017,Rabi       ,11168,15218,1.36
Rajasthan,Pratapgarh,Rapeseed &Mustard, 2017-18,2018,Rabi       ,10711,16097,1.5
Rajasthan,Pratapgarh,Rapeseed &Mustard, 2018-19,2019,Rabi       ,17087,28507,1.67
