State,District,Crop,Year,FY,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Rajasthan,Ajmer,Arhar/Tur, 1998-99,1999,Kharif     ,3,4,1.33
Rajasthan,Ajmer,Arhar/Tur, 1999-00,2000,Kharif     ,3,1,0.33
Rajasthan,Ajmer,Arhar/Tur, 2000-01,2001,Kharif     ,43,,0
Rajasthan,Ajmer,Arhar/Tur, 2001-02,2002,Kharif     ,4,2,0.5
Rajasthan,Ajmer,Arhar/Tur, 2002-03,2003,Kharif     ,36,,0
Rajasthan,Ajmer,Arhar/Tur, 2003-04,2004,Kharif     ,15,15,1
Rajasthan,Ajmer,Arhar/Tur, 2004-05,2005,Kharif     ,3,,0
Rajasthan,Ajmer,Arhar/Tur, 2007-08,2008,Kharif     ,57,12,0.21
Rajasthan,Ajmer,Arhar/Tur, 2009-10,2010,Kharif     ,6,,0
Rajasthan,Ajmer,Arhar/Tur, 2010-11,2011,Kharif     ,7,7,1
Rajasthan,Ajmer,Arhar/Tur, 2011-12,2012,Kharif     ,47,10,0.21
Rajasthan,Ajmer,Arhar/Tur, 2014-15,2015,Kharif     ,1,1,1
Rajasthan,Ajmer,Arhar/Tur, 2016-17,2017,Kharif     ,2,,0
Rajasthan,Alwar,Arhar/Tur, 1997-98,1998,Kharif     ,20300,14600,0.72
Rajasthan,Alwar,Arhar/Tur, 1998-99,1999,Kharif     ,4475,5929,1.32
Rajasthan,Alwar,Arhar/Tur, 1999-00,2000,Kharif     ,4395,4347,0.99
Rajasthan,Alwar,Arhar/Tur, 2000-01,2001,Kharif     ,2939,2815,0.96
Rajasthan,Alwar,Arhar/Tur, 2001-02,2002,Kharif     ,2980,2401,0.81
Rajasthan,Alwar,Arhar/Tur, 2002-03,2003,Kharif     ,954,142,0.15
Rajasthan,Alwar,Arhar/Tur, 2003-04,2004,Kharif     ,1041,1057,1.02
Rajasthan,Alwar,Arhar/Tur, 2004-05,2005,Kharif     ,1252,4322,3.45
Rajasthan,Alwar,Arhar/Tur, 2005-06,2006,Kharif     ,1649,1553,0.94
Rajasthan,Alwar,Arhar/Tur, 2006-07,2007,Kharif     ,1497,1303,0.87
Rajasthan,Alwar,Arhar/Tur, 2007-08,2008,Kharif     ,1172,1208,1.03
Rajasthan,Alwar,Arhar/Tur, 2008-09,2009,Kharif     ,2207,1844,0.84
Rajasthan,Alwar,Arhar/Tur, 2009-10,2010,Kharif     ,2608,792,0.3
Rajasthan,Alwar,Arhar/Tur, 2010-11,2011,Kharif     ,5064,4796,0.95
Rajasthan,Alwar,Arhar/Tur, 2011-12,2012,Kharif     ,4034,4098,1.02
Rajasthan,Alwar,Arhar/Tur, 2012-13,2013,Kharif     ,2925,3514,1.2
Rajasthan,Alwar,Arhar/Tur, 2013-14,2014,Kharif     ,2139,2324,1.09
Rajasthan,Alwar,Arhar/Tur, 2014-15,2015,Kharif     ,1453,1775,1.22
Rajasthan,Alwar,Arhar/Tur, 2015-16,2016,Kharif     ,1071,1151,1.07
Rajasthan,Alwar,Arhar/Tur, 2016-17,2017,Kharif     ,1921,2187,1.14
Rajasthan,Alwar,Arhar/Tur, 2017-18,2018,Kharif     ,826,902,1.09
Rajasthan,Alwar,Arhar/Tur, 2018-19,2019,Kharif     ,641,770,1.2
Rajasthan,Alwar,Arhar/Tur, 2019-20,2020,Kharif     ,94,115,1.22
Rajasthan,Banswara,Arhar/Tur, 1997-98,1998,Kharif     ,6100,4300,0.7
Rajasthan,Banswara,Arhar/Tur, 1998-99,1999,Kharif     ,5939,7774,1.31
Rajasthan,Banswara,Arhar/Tur, 1999-00,2000,Kharif     ,5828,1923,0.33
Rajasthan,Banswara,Arhar/Tur, 2000-01,2001,Kharif     ,7544,1711,0.23
Rajasthan,Banswara,Arhar/Tur, 2001-02,2002,Kharif     ,6974,2786,0.4
Rajasthan,Banswara,Arhar/Tur, 2002-03,2003,Kharif     ,6082,2158,0.35
Rajasthan,Banswara,Arhar/Tur, 2003-04,2004,Kharif     ,6254,4373,0.7
Rajasthan,Banswara,Arhar/Tur, 2004-05,2005,Kharif     ,7000,3362,0.48
Rajasthan,Banswara,Arhar/Tur, 2005-06,2006,Kharif     ,7812,4232,0.54
Rajasthan,Banswara,Arhar/Tur, 2006-07,2007,Kharif     ,7079,1714,0.24
Rajasthan,Banswara,Arhar/Tur, 2007-08,2008,Kharif     ,6571,4623,0.7
Rajasthan,Banswara,Arhar/Tur, 2008-09,2009,Kharif     ,6199,3768,0.61
Rajasthan,Banswara,Arhar/Tur, 2009-10,2010,Kharif     ,5843,1425,0.24
Rajasthan,Banswara,Arhar/Tur, 2010-11,2011,Kharif     ,6025,2954,0.49
Rajasthan,Banswara,Arhar/Tur, 2011-12,2012,Kharif     ,5632,2801,0.5
Rajasthan,Banswara,Arhar/Tur, 2012-13,2013,Kharif     ,5093,3564,0.7
Rajasthan,Banswara,Arhar/Tur, 2013-14,2014,Kharif     ,4901,2403,0.49
Rajasthan,Banswara,Arhar/Tur, 2014-15,2015,Kharif     ,4756,2055,0.43
Rajasthan,Banswara,Arhar/Tur, 2015-16,2016,Kharif     ,4760,1761,0.37
Rajasthan,Banswara,Arhar/Tur, 2016-17,2017,Kharif     ,4362,3491,0.8
Rajasthan,Banswara,Arhar/Tur, 2017-18,2018,Kharif     ,6195,5880,0.95
Rajasthan,Banswara,Arhar/Tur, 2018-19,2019,Kharif     ,4046,3303,0.82
Rajasthan,Banswara,Arhar/Tur, 2019-20,2020,Kharif     ,4101,2094,0.51
Rajasthan,Baran,Arhar/Tur, 1997-98,1998,Kharif     ,100,100,1
Rajasthan,Baran,Arhar/Tur, 1998-99,1999,Kharif     ,136,180,1.32
Rajasthan,Baran,Arhar/Tur, 1999-00,2000,Kharif     ,94,56,0.6
Rajasthan,Baran,Arhar/Tur, 2000-01,2001,Kharif     ,214,76,0.36
Rajasthan,Baran,Arhar/Tur, 2001-02,2002,Kharif     ,176,46,0.26
Rajasthan,Baran,Arhar/Tur, 2002-03,2003,Kharif     ,52,9,0.17
Rajasthan,Baran,Arhar/Tur, 2003-04,2004,Kharif     ,33,15,0.45
Rajasthan,Baran,Arhar/Tur, 2004-05,2005,Kharif     ,23,13,0.57
Rajasthan,Baran,Arhar/Tur, 2005-06,2006,Kharif     ,108,21,0.19
Rajasthan,Baran,Arhar/Tur, 2006-07,2007,Kharif     ,57,41,0.72
Rajasthan,Baran,Arhar/Tur, 2007-08,2008,Kharif     ,77,66,0.86
Rajasthan,Baran,Arhar/Tur, 2008-09,2009,Kharif     ,87,32,0.37
Rajasthan,Baran,Arhar/Tur, 2009-10,2010,Kharif     ,42,47,1.12
Rajasthan,Baran,Arhar/Tur, 2010-11,2011,Kharif     ,94,82,0.87
Rajasthan,Baran,Arhar/Tur, 2011-12,2012,Kharif     ,7,4,0.57
Rajasthan,Baran,Arhar/Tur, 2012-13,2013,Kharif     ,14,21,1.5
Rajasthan,Baran,Arhar/Tur, 2014-15,2015,Kharif     ,3,,0
Rajasthan,Baran,Arhar/Tur, 2015-16,2016,Kharif     ,8,4,0.5
Rajasthan,Baran,Arhar/Tur, 2016-17,2017,Kharif     ,29,30,1.03
Rajasthan,Baran,Arhar/Tur, 2017-18,2018,Kharif     ,11,9,0.82
Rajasthan,Baran,Arhar/Tur, 2018-19,2019,Kharif     ,1,1,1
Rajasthan,Barmer,Arhar/Tur, 2000-01,2001,Kharif     ,3,,0
Rajasthan,Bharatpur,Arhar/Tur, 1997-98,1998,Kharif     ,2700,3000,1.11
Rajasthan,Bharatpur,Arhar/Tur, 1998-99,1999,Kharif     ,853,866,1.02
Rajasthan,Bharatpur,Arhar/Tur, 1999-00,2000,Kharif     ,876,671,0.77
Rajasthan,Bharatpur,Arhar/Tur, 2000-01,2001,Kharif     ,651,617,0.95
Rajasthan,Bharatpur,Arhar/Tur, 2001-02,2002,Kharif     ,718,600,0.84
Rajasthan,Bharatpur,Arhar/Tur, 2002-03,2003,Kharif     ,204,5,0.02
Rajasthan,Bharatpur,Arhar/Tur, 2003-04,2004,Kharif     ,136,124,0.91
Rajasthan,Bharatpur,Arhar/Tur, 2004-05,2005,Kharif     ,140,120,0.86
Rajasthan,Bharatpur,Arhar/Tur, 2005-06,2006,Kharif     ,133,87,0.65
Rajasthan,Bharatpur,Arhar/Tur, 2006-07,2007,Kharif     ,84,79,0.94
Rajasthan,Bharatpur,Arhar/Tur, 2007-08,2008,Kharif     ,166,115,0.69
Rajasthan,Bharatpur,Arhar/Tur, 2008-09,2009,Kharif     ,257,225,0.88
Rajasthan,Bharatpur,Arhar/Tur, 2009-10,2010,Kharif     ,206,203,0.99
Rajasthan,Bharatpur,Arhar/Tur, 2010-11,2011,Kharif     ,301,301,1
Rajasthan,Bharatpur,Arhar/Tur, 2011-12,2012,Kharif     ,258,258,1
Rajasthan,Bharatpur,Arhar/Tur, 2012-13,2013,Kharif     ,99,72,0.73
Rajasthan,Bharatpur,Arhar/Tur, 2013-14,2014,Kharif     ,47,60,1.28
Rajasthan,Bharatpur,Arhar/Tur, 2014-15,2015,Kharif     ,123,125,1.02
Rajasthan,Bharatpur,Arhar/Tur, 2015-16,2016,Kharif     ,111,114,1.03
Rajasthan,Bharatpur,Arhar/Tur, 2016-17,2017,Kharif     ,184,174,0.95
Rajasthan,Bharatpur,Arhar/Tur, 2017-18,2018,Kharif     ,26,26,1
Rajasthan,Bharatpur,Arhar/Tur, 2018-19,2019,Kharif     ,18,18,1
Rajasthan,Bharatpur,Arhar/Tur, 2019-20,2020,Kharif     ,16,16,1
Rajasthan,Bhilwara,Arhar/Tur, 1998-99,1999,Kharif     ,22,29,1.32
Rajasthan,Bhilwara,Arhar/Tur, 1999-00,2000,Kharif     ,6,2,0.33
Rajasthan,Bhilwara,Arhar/Tur, 2000-01,2001,Kharif     ,2,,0
Rajasthan,Bhilwara,Arhar/Tur, 2001-02,2002,Kharif     ,3,2,0.67
Rajasthan,Bhilwara,Arhar/Tur, 2002-03,2003,Kharif     ,5,,0
Rajasthan,Bhilwara,Arhar/Tur, 2003-04,2004,Kharif     ,1012,289,0.29
Rajasthan,Bhilwara,Arhar/Tur, 2005-06,2006,Kharif     ,4,,0
Rajasthan,Bhilwara,Arhar/Tur, 2006-07,2007,Kharif     ,5,1,0.2
Rajasthan,Bhilwara,Arhar/Tur, 2007-08,2008,Kharif     ,1,1,1
Rajasthan,Bhilwara,Arhar/Tur, 2008-09,2009,Kharif     ,6,6,1
Rajasthan,Bhilwara,Arhar/Tur, 2009-10,2010,Kharif     ,357,70,0.2
Rajasthan,Bhilwara,Arhar/Tur, 2010-11,2011,Kharif     ,2,2,1
Rajasthan,Bhilwara,Arhar/Tur, 2012-13,2013,Kharif     ,555,292,0.53
Rajasthan,Bhilwara,Arhar/Tur, 2013-14,2014,Kharif     ,3,1,0.33
Rajasthan,Bhilwara,Arhar/Tur, 2016-17,2017,Kharif     ,15,30,2
Rajasthan,Bhilwara,Arhar/Tur, 2017-18,2018,Kharif     ,18,28,1.56
Rajasthan,Bhilwara,Arhar/Tur, 2018-19,2019,Kharif     ,2,2,1
Rajasthan,Bhilwara,Arhar/Tur, 2019-20,2020,Kharif     ,5,4,0.8
Rajasthan,Bikaner,Arhar/Tur, 2000-01,2001,Kharif     ,1,,0
Rajasthan,Bikaner,Arhar/Tur, 2001-02,2002,Kharif     ,3,1,0.33
Rajasthan,Bikaner,Arhar/Tur, 2002-03,2003,Kharif     ,1,,0
Rajasthan,Bikaner,Arhar/Tur, 2003-04,2004,Kharif     ,2,1,0.5
Rajasthan,Bikaner,Arhar/Tur, 2006-07,2007,Kharif     ,2,2,1
Rajasthan,Bikaner,Arhar/Tur, 2007-08,2008,Kharif     ,1,1,1
Rajasthan,Bikaner,Arhar/Tur, 2009-10,2010,Kharif     ,2,,0
Rajasthan,Bikaner,Arhar/Tur, 2016-17,2017,Kharif     ,14,14,1
Rajasthan,Bikaner,Arhar/Tur, 2017-18,2018,Kharif     ,5,5,1
Rajasthan,Bundi,Arhar/Tur, 1997-98,1998,Kharif     ,200,100,0.5
Rajasthan,Bundi,Arhar/Tur, 1998-99,1999,Kharif     ,953,1262,1.32
Rajasthan,Bundi,Arhar/Tur, 1999-00,2000,Kharif     ,961,1824,1.9
Rajasthan,Bundi,Arhar/Tur, 2000-01,2001,Kharif     ,515,116,0.23
Rajasthan,Bundi,Arhar/Tur, 2001-02,2002,Kharif     ,150,56,0.37
Rajasthan,Bundi,Arhar/Tur, 2002-03,2003,Kharif     ,329,11,0.03
Rajasthan,Bundi,Arhar/Tur, 2003-04,2004,Kharif     ,564,602,1.07
Rajasthan,Bundi,Arhar/Tur, 2004-05,2005,Kharif     ,81,97,1.2
Rajasthan,Bundi,Arhar/Tur, 2005-06,2006,Kharif     ,237,118,0.5
Rajasthan,Bundi,Arhar/Tur, 2006-07,2007,Kharif     ,7,6,0.86
Rajasthan,Bundi,Arhar/Tur, 2007-08,2008,Kharif     ,18,14,0.78
Rajasthan,Bundi,Arhar/Tur, 2008-09,2009,Kharif     ,37,37,1
Rajasthan,Bundi,Arhar/Tur, 2009-10,2010,Kharif     ,21,1,0.05
Rajasthan,Bundi,Arhar/Tur, 2010-11,2011,Kharif     ,17,16,0.94
Rajasthan,Bundi,Arhar/Tur, 2011-12,2012,Kharif     ,43,36,0.84
Rajasthan,Bundi,Arhar/Tur, 2012-13,2013,Kharif     ,43,37,0.86
Rajasthan,Bundi,Arhar/Tur, 2013-14,2014,Kharif     ,10,8,0.8
Rajasthan,Bundi,Arhar/Tur, 2014-15,2015,Kharif     ,3,2,0.67
Rajasthan,Bundi,Arhar/Tur, 2015-16,2016,Kharif     ,11,11,1
Rajasthan,Bundi,Arhar/Tur, 2016-17,2017,Kharif     ,65,45,0.69
Rajasthan,Bundi,Arhar/Tur, 2017-18,2018,Kharif     ,7,5,0.71
Rajasthan,Bundi,Arhar/Tur, 2019-20,2020,Kharif     ,2,2,1
Rajasthan,Chittorgarh,Arhar/Tur, 1997-98,1998,Kharif     ,500,300,0.6
Rajasthan,Chittorgarh,Arhar/Tur, 1998-99,1999,Kharif     ,459,608,1.32
Rajasthan,Chittorgarh,Arhar/Tur, 1999-00,2000,Kharif     ,431,368,0.85
Rajasthan,Chittorgarh,Arhar/Tur, 2000-01,2001,Kharif     ,481,158,0.33
Rajasthan,Chittorgarh,Arhar/Tur, 2001-02,2002,Kharif     ,416,291,0.7
Rajasthan,Chittorgarh,Arhar/Tur, 2002-03,2003,Kharif     ,240,46,0.19
Rajasthan,Chittorgarh,Arhar/Tur, 2003-04,2004,Kharif     ,312,187,0.6
Rajasthan,Chittorgarh,Arhar/Tur, 2004-05,2005,Kharif     ,343,182,0.53
Rajasthan,Chittorgarh,Arhar/Tur, 2005-06,2006,Kharif     ,291,137,0.47
Rajasthan,Chittorgarh,Arhar/Tur, 2006-07,2007,Kharif     ,445,452,1.02
Rajasthan,Chittorgarh,Arhar/Tur, 2007-08,2008,Kharif     ,572,572,1
Rajasthan,Chittorgarh,Arhar/Tur, 2008-09,2009,Kharif     ,20,10,0.5
Rajasthan,Chittorgarh,Arhar/Tur, 2009-10,2010,Kharif     ,11,5,0.45
Rajasthan,Chittorgarh,Arhar/Tur, 2010-11,2011,Kharif     ,24,15,0.63
Rajasthan,Chittorgarh,Arhar/Tur, 2011-12,2012,Kharif     ,13,61,4.69
Rajasthan,Chittorgarh,Arhar/Tur, 2012-13,2013,Kharif     ,22,10,0.45
Rajasthan,Chittorgarh,Arhar/Tur, 2013-14,2014,Kharif     ,5,3,0.6
Rajasthan,Chittorgarh,Arhar/Tur, 2015-16,2016,Kharif     ,6,1,0.17
Rajasthan,Chittorgarh,Arhar/Tur, 2016-17,2017,Kharif     ,9,3,0.33
Rajasthan,Chittorgarh,Arhar/Tur, 2017-18,2018,Kharif     ,4,1,0.25
Rajasthan,Chittorgarh,Arhar/Tur, 2019-20,2020,Kharif     ,5,2,0.4
Rajasthan,Dausa,Arhar/Tur, 1997-98,1998,Kharif     ,1200,800,0.67
Rajasthan,Dausa,Arhar/Tur, 1998-99,1999,Kharif     ,456,604,1.32
Rajasthan,Dausa,Arhar/Tur, 1999-00,2000,Kharif     ,267,82,0.31
Rajasthan,Dausa,Arhar/Tur, 2000-01,2001,Kharif     ,232,95,0.41
Rajasthan,Dausa,Arhar/Tur, 2001-02,2002,Kharif     ,192,152,0.79
Rajasthan,Dausa,Arhar/Tur, 2002-03,2003,Kharif     ,68,2,0.03
Rajasthan,Dausa,Arhar/Tur, 2003-04,2004,Kharif     ,93,63,0.68
Rajasthan,Dausa,Arhar/Tur, 2004-05,2005,Kharif     ,56,38,0.68
Rajasthan,Dausa,Arhar/Tur, 2005-06,2006,Kharif     ,73,41,0.56
Rajasthan,Dausa,Arhar/Tur, 2006-07,2007,Kharif     ,36,26,0.72
Rajasthan,Dausa,Arhar/Tur, 2007-08,2008,Kharif     ,44,27,0.61
Rajasthan,Dausa,Arhar/Tur, 2008-09,2009,Kharif     ,33,18,0.55
Rajasthan,Dausa,Arhar/Tur, 2009-10,2010,Kharif     ,22,5,0.23
Rajasthan,Dausa,Arhar/Tur, 2010-11,2011,Kharif     ,10,5,0.5
Rajasthan,Dausa,Arhar/Tur, 2011-12,2012,Kharif     ,32,16,0.5
Rajasthan,Dausa,Arhar/Tur, 2012-13,2013,Kharif     ,43,86,2
Rajasthan,Dausa,Arhar/Tur, 2013-14,2014,Kharif     ,37,54,1.46
Rajasthan,Dausa,Arhar/Tur, 2014-15,2015,Kharif     ,21,32,1.52
Rajasthan,Dausa,Arhar/Tur, 2015-16,2016,Kharif     ,24,43,1.79
Rajasthan,Dausa,Arhar/Tur, 2016-17,2017,Kharif     ,36,26,0.72
Rajasthan,Dausa,Arhar/Tur, 2017-18,2018,Kharif     ,11,7,0.64
Rajasthan,Dholpur,Arhar/Tur, 1997-98,1998,Kharif     ,2000,2900,1.45
Rajasthan,Dholpur,Arhar/Tur, 1998-99,1999,Kharif     ,2075,3088,1.49
Rajasthan,Dholpur,Arhar/Tur, 1999-00,2000,Kharif     ,1671,1844,1.1
Rajasthan,Dholpur,Arhar/Tur, 2000-01,2001,Kharif     ,1689,855,0.51
Rajasthan,Dholpur,Arhar/Tur, 2001-02,2002,Kharif     ,1276,646,0.51
Rajasthan,Dholpur,Arhar/Tur, 2002-03,2003,Kharif     ,909,89,0.1
Rajasthan,Dholpur,Arhar/Tur, 2003-04,2004,Kharif     ,890,440,0.49
Rajasthan,Dholpur,Arhar/Tur, 2004-05,2005,Kharif     ,699,978,1.4
Rajasthan,Dholpur,Arhar/Tur, 2005-06,2006,Kharif     ,850,680,0.8
Rajasthan,Dholpur,Arhar/Tur, 2006-07,2007,Kharif     ,646,516,0.8
Rajasthan,Dholpur,Arhar/Tur, 2007-08,2008,Kharif     ,639,639,1
Rajasthan,Dholpur,Arhar/Tur, 2008-09,2009,Kharif     ,675,675,1
Rajasthan,Dholpur,Arhar/Tur, 2009-10,2010,Kharif     ,783,783,1
Rajasthan,Dholpur,Arhar/Tur, 2010-11,2011,Kharif     ,1008,1008,1
Rajasthan,Dholpur,Arhar/Tur, 2011-12,2012,Kharif     ,934,934,1
Rajasthan,Dholpur,Arhar/Tur, 2012-13,2013,Kharif     ,779,779,1
Rajasthan,Dholpur,Arhar/Tur, 2013-14,2014,Kharif     ,604,604,1
Rajasthan,Dholpur,Arhar/Tur, 2014-15,2015,Kharif     ,522,505,0.97
Rajasthan,Dholpur,Arhar/Tur, 2015-16,2016,Kharif     ,516,472,0.91
Rajasthan,Dholpur,Arhar/Tur, 2016-17,2017,Kharif     ,444,710,1.6
Rajasthan,Dholpur,Arhar/Tur, 2017-18,2018,Kharif     ,403,644,1.6
Rajasthan,Dholpur,Arhar/Tur, 2018-19,2019,Kharif     ,431,693,1.61
Rajasthan,Dholpur,Arhar/Tur, 2019-20,2020,Kharif     ,209,336,1.61
Rajasthan,Dungarpur,Arhar/Tur, 1997-98,1998,Kharif     ,1900,1600,0.84
Rajasthan,Dungarpur,Arhar/Tur, 1998-99,1999,Kharif     ,1458,1965,1.35
Rajasthan,Dungarpur,Arhar/Tur, 1999-00,2000,Kharif     ,1717,407,0.24
Rajasthan,Dungarpur,Arhar/Tur, 2000-01,2001,Kharif     ,1891,1512,0.8
Rajasthan,Dungarpur,Arhar/Tur, 2001-02,2002,Kharif     ,2163,348,0.16
Rajasthan,Dungarpur,Arhar/Tur, 2002-03,2003,Kharif     ,1294,57,0.04
Rajasthan,Dungarpur,Arhar/Tur, 2003-04,2004,Kharif     ,1505,1204,0.8
Rajasthan,Dungarpur,Arhar/Tur, 2004-05,2005,Kharif     ,1961,414,0.21
Rajasthan,Dungarpur,Arhar/Tur, 2005-06,2006,Kharif     ,2349,536,0.23
Rajasthan,Dungarpur,Arhar/Tur, 2006-07,2007,Kharif     ,2352,296,0.13
Rajasthan,Dungarpur,Arhar/Tur, 2007-08,2008,Kharif     ,2227,1776,0.8
Rajasthan,Dungarpur,Arhar/Tur, 2008-09,2009,Kharif     ,2130,320,0.15
Rajasthan,Dungarpur,Arhar/Tur, 2009-10,2010,Kharif     ,1933,85,0.04
Rajasthan,Dungarpur,Arhar/Tur, 2010-11,2011,Kharif     ,2070,1122,0.54
Rajasthan,Dungarpur,Arhar/Tur, 2011-12,2012,Kharif     ,1854,220,0.12
Rajasthan,Dungarpur,Arhar/Tur, 2012-13,2013,Kharif     ,1804,1405,0.78
Rajasthan,Dungarpur,Arhar/Tur, 2013-14,2014,Kharif     ,1732,603,0.35
Rajasthan,Dungarpur,Arhar/Tur, 2014-15,2015,Kharif     ,1496,434,0.29
Rajasthan,Dungarpur,Arhar/Tur, 2015-16,2016,Kharif     ,1439,519,0.36
Rajasthan,Dungarpur,Arhar/Tur, 2016-17,2017,Kharif     ,1317,1054,0.8
Rajasthan,Dungarpur,Arhar/Tur, 2017-18,2018,Kharif     ,1318,1018,0.77
Rajasthan,Dungarpur,Arhar/Tur, 2018-19,2019,Kharif     ,1256,1005,0.8
Rajasthan,Dungarpur,Arhar/Tur, 2019-20,2020,Kharif     ,1187,275,0.23
Rajasthan,Ganganagar,Arhar/Tur, 1998-99,1999,Kharif     ,28,37,1.32
Rajasthan,Ganganagar,Arhar/Tur, 1999-00,2000,Kharif     ,18,18,1
Rajasthan,Ganganagar,Arhar/Tur, 2000-01,2001,Kharif     ,7,7,1
Rajasthan,Ganganagar,Arhar/Tur, 2001-02,2002,Kharif     ,62,60,0.97
Rajasthan,Ganganagar,Arhar/Tur, 2002-03,2003,Kharif     ,60,55,0.92
Rajasthan,Ganganagar,Arhar/Tur, 2003-04,2004,Kharif     ,66,66,1
Rajasthan,Ganganagar,Arhar/Tur, 2004-05,2005,Kharif     ,7,2,0.29
Rajasthan,Ganganagar,Arhar/Tur, 2005-06,2006,Kharif     ,14,35,2.5
Rajasthan,Ganganagar,Arhar/Tur, 2006-07,2007,Kharif     ,17,42,2.47
Rajasthan,Ganganagar,Arhar/Tur, 2007-08,2008,Kharif     ,42,99,2.36
Rajasthan,Ganganagar,Arhar/Tur, 2008-09,2009,Kharif     ,232,497,2.14
Rajasthan,Ganganagar,Arhar/Tur, 2009-10,2010,Kharif     ,103,6,0.06
Rajasthan,Ganganagar,Arhar/Tur, 2010-11,2011,Kharif     ,409,25,0.06
Rajasthan,Ganganagar,Arhar/Tur, 2011-12,2012,Kharif     ,92,,0
Rajasthan,Ganganagar,Arhar/Tur, 2012-13,2013,Kharif     ,3,3,1
Rajasthan,Ganganagar,Arhar/Tur, 2013-14,2014,Kharif     ,1,2,2
Rajasthan,Ganganagar,Arhar/Tur, 2015-16,2016,Kharif     ,14,17,1.21
Rajasthan,Ganganagar,Arhar/Tur, 2016-17,2017,Kharif     ,3133,6266,2
Rajasthan,Ganganagar,Arhar/Tur, 2017-18,2018,Kharif     ,78,156,2
Rajasthan,Ganganagar,Arhar/Tur, 2018-19,2019,Kharif     ,49,67,1.37
Rajasthan,Ganganagar,Arhar/Tur, 2019-20,2020,Kharif     ,13,18,1.38
Rajasthan,Hanumangarh,Arhar/Tur, 1998-99,1999,Kharif     ,15,20,1.33
Rajasthan,Hanumangarh,Arhar/Tur, 1999-00,2000,Kharif     ,11,6,0.55
Rajasthan,Hanumangarh,Arhar/Tur, 2000-01,2001,Kharif     ,6,3,0.5
Rajasthan,Hanumangarh,Arhar/Tur, 2001-02,2002,Kharif     ,38,35,0.92
Rajasthan,Hanumangarh,Arhar/Tur, 2002-03,2003,Kharif     ,22,3,0.14
Rajasthan,Hanumangarh,Arhar/Tur, 2003-04,2004,Kharif     ,28,24,0.86
Rajasthan,Hanumangarh,Arhar/Tur, 2004-05,2005,Kharif     ,24,6,0.25
Rajasthan,Hanumangarh,Arhar/Tur, 2005-06,2006,Kharif     ,3,2,0.67
Rajasthan,Hanumangarh,Arhar/Tur, 2006-07,2007,Kharif     ,60,24,0.4
Rajasthan,Hanumangarh,Arhar/Tur, 2007-08,2008,Kharif     ,4,4,1
Rajasthan,Hanumangarh,Arhar/Tur, 2008-09,2009,Kharif     ,16,15,0.94
Rajasthan,Hanumangarh,Arhar/Tur, 2009-10,2010,Kharif     ,3,3,1
Rajasthan,Hanumangarh,Arhar/Tur, 2010-11,2011,Kharif     ,115,96,0.83
Rajasthan,Hanumangarh,Arhar/Tur, 2011-12,2012,Kharif     ,3,15,5
Rajasthan,Hanumangarh,Arhar/Tur, 2012-13,2013,Kharif     ,1,1,1
Rajasthan,Hanumangarh,Arhar/Tur, 2013-14,2014,Kharif     ,1,,0
Rajasthan,Hanumangarh,Arhar/Tur, 2015-16,2016,Kharif     ,16,13,0.81
Rajasthan,Hanumangarh,Arhar/Tur, 2016-17,2017,Kharif     ,1864,774,0.42
Rajasthan,Hanumangarh,Arhar/Tur, 2017-18,2018,Kharif     ,48,36,0.75
Rajasthan,Hanumangarh,Arhar/Tur, 2018-19,2019,Kharif     ,22,17,0.77
Rajasthan,Hanumangarh,Arhar/Tur, 2019-20,2020,Kharif     ,1,,0
Rajasthan,Jaipur,Arhar/Tur, 1997-98,1998,Kharif     ,2200,1600,0.73
Rajasthan,Jaipur,Arhar/Tur, 1998-99,1999,Kharif     ,665,756,1.14
Rajasthan,Jaipur,Arhar/Tur, 1999-00,2000,Kharif     ,614,162,0.26
Rajasthan,Jaipur,Arhar/Tur, 2000-01,2001,Kharif     ,386,61,0.16
Rajasthan,Jaipur,Arhar/Tur, 2001-02,2002,Kharif     ,389,470,1.21
Rajasthan,Jaipur,Arhar/Tur, 2002-03,2003,Kharif     ,259,25,0.1
Rajasthan,Jaipur,Arhar/Tur, 2003-04,2004,Kharif     ,140,199,1.42
Rajasthan,Jaipur,Arhar/Tur, 2004-05,2005,Kharif     ,219,255,1.16
Rajasthan,Jaipur,Arhar/Tur, 2005-06,2006,Kharif     ,214,157,0.73
Rajasthan,Jaipur,Arhar/Tur, 2006-07,2007,Kharif     ,224,276,1.23
Rajasthan,Jaipur,Arhar/Tur, 2007-08,2008,Kharif     ,217,349,1.61
Rajasthan,Jaipur,Arhar/Tur, 2008-09,2009,Kharif     ,339,470,1.39
Rajasthan,Jaipur,Arhar/Tur, 2009-10,2010,Kharif     ,291,48,0.16
Rajasthan,Jaipur,Arhar/Tur, 2010-11,2011,Kharif     ,270,139,0.51
Rajasthan,Jaipur,Arhar/Tur, 2011-12,2012,Kharif     ,407,158,0.39
Rajasthan,Jaipur,Arhar/Tur, 2012-13,2013,Kharif     ,447,342,0.77
Rajasthan,Jaipur,Arhar/Tur, 2013-14,2014,Kharif     ,599,599,1
Rajasthan,Jaipur,Arhar/Tur, 2014-15,2015,Kharif     ,620,620,1
Rajasthan,Jaipur,Arhar/Tur, 2015-16,2016,Kharif     ,439,146,0.33
